keyword,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
thermal-management,31,-0.09,0.60,0.59,0.93
thermal-noise,1,-0.09,0.60,0.71,0.99
thermodynamics,31,-0.09,0.60,0.60,0.96
thickness,12,-0.11,0.59,0.70,0.94
thin-film,1,-0.09,0.60,0.75,0.81
thin-film-material,9,0.29,0.27,0.52,0.84
thing,20,-0.13,0.57,0.61,0.88
think,11,-0.10,0.60,0.54,0.97
third-party,2,-0.19,0.47,0.54,0.97
thomas,14,-0.03,0.68,0.77,0.75
thought,8,-0.17,0.51,0.51,0.93
threat,25,-0.14,0.54,0.56,0.91
threat-actor,39,-0.12,0.59,0.55,0.93
threaten,11,-0.10,0.60,0.65,0.93
thrill,0,-0.16,0.50,0.50,0.96
thriving,8,-0.17,0.51,0.56,0.90
throughput,12,-0.11,0.59,0.56,0.92
throw,10,-0.06,0.66,0.73,0.95
thwart,11,-0.10,0.60,0.67,0.89
tie,19,-0.16,0.53,0.68,0.83
time,20,-0.13,0.57,0.66,0.82
time-crystal,21,-0.12,0.48,0.65,0.86
time-frequency,13,-0.17,0.46,0.50,0.96
timeline,2,-0.19,0.47,0.53,0.95
time-scale,12,-0.11,0.59,0.63,0.93
tip,19,-0.16,0.53,0.61,0.88
tissue,1,-0.09,0.60,0.67,0.98
title,15,-0.19,0.47,0.59,0.91
tls,13,-0.17,0.46,0.62,0.96
tmz,14,-0.03,0.68,0.50,0.97
to,20,-0.13,0.57,0.61,0.88
todd,14,-0.03,0.68,0.84,0.62
tolerate,11,-0.10,0.60,0.73,0.85
too,20,-0.13,0.57,0.61,0.86
tool,39,-0.12,0.59,0.70,0.83
topological,1,-0.09,0.60,0.63,0.99
topological-insulator,21,-0.12,0.48,0.60,0.93
topological-phase,9,0.29,0.27,0.53,0.61
topological-physics,9,0.29,0.27,0.53,0.61
topological-quantum-computer,9,0.29,0.27,0.51,0.58
topological-quantum-computing,9,0.29,0.27,0.55,0.79
topological-qubits,9,0.29,0.27,0.51,0.75
topology,12,-0.11,0.59,0.81,0.83
total,38,-0.21,0.45,0.67,0.79
tough,37,-0.15,0.56,0.62,0.97
tour,15,-0.19,0.47,0.70,0.86
tout,30,-0.16,0.48,0.54,0.96
toy,0,-0.16,0.50,0.70,0.88
traction,4,-0.20,0.45,0.53,0.94
trade-promotion,3,-0.14,0.55,0.55,0.93
traditional,33,-0.11,0.59,0.58,0.89
traditional-computer,21,-0.12,0.48,0.71,0.82
traditional-computing,21,-0.12,0.48,0.61,0.92
train,19,-0.16,0.53,0.51,0.96
training,3,-0.14,0.55,0.53,0.93
training-data-set,12,-0.11,0.59,0.60,0.99
trajectory,4,-0.20,0.45,0.53,0.93
transceiver,1,-0.09,0.60,0.63,0.93
transducer,1,-0.09,0.60,0.81,0.80
transduction,12,-0.11,0.59,0.60,0.95
transfer,22,-0.06,0.66,0.59,0.95
transform,29,-0.02,0.69,0.83,0.74
transformational,32,-0.14,0.55,0.57,0.97
transformative,8,-0.17,0.51,0.58,0.99
transformer,1,-0.09,0.60,0.70,0.80
transistor,1,-0.09,0.60,0.80,0.83
transition,29,-0.02,0.69,0.59,0.92
translate,29,-0.02,0.69,0.70,0.94
transmissive,1,-0.09,0.60,0.52,0.95
transmit,11,-0.10,0.60,0.58,0.97
transmon,9,0.29,0.27,0.56,0.75
transmon-qubits,9,0.29,0.27,0.54,0.60
transportation,3,-0.14,0.55,0.52,0.93
trapped-ion,9,0.29,0.27,0.60,0.77
trapped-ions,21,-0.12,0.48,0.54,0.97
travel,10,-0.06,0.66,0.69,0.84
treasure-island,15,-0.19,0.47,0.55,0.90
treat,11,-0.10,0.60,0.66,0.98
treatment,7,-0.11,0.60,0.58,0.93
tree,15,-0.19,0.47,0.60,0.97
tremendous,8,-0.17,0.51,0.51,0.97
tremendous-business-value,16,-0.20,0.41,0.52,0.95
trigger,11,-0.10,0.60,0.62,0.95
trillion,38,-0.21,0.45,0.63,0.83
trimmer,0,-0.16,0.50,0.59,0.88
triplet,13,-0.17,0.46,0.60,0.89
trivial,35,-0.17,0.50,0.56,0.96
trolley,0,-0.16,0.50,0.54,0.96
troublesome,37,-0.15,0.56,0.71,0.79
truck,15,-0.19,0.47,0.57,0.96
true,37,-0.15,0.56,0.65,0.95
truly,8,-0.17,0.51,0.71,0.81
truth,20,-0.13,0.57,0.60,0.90
try,10,-0.06,0.66,0.61,1.00
tsinghua,26,-0.14,0.54,0.59,0.84
tu-delft,26,-0.14,0.54,0.67,0.89
tu-e,26,-0.14,0.54,0.64,0.89
tumble,19,-0.16,0.53,0.54,0.89
tunability,12,-0.11,0.59,0.67,0.99
tunable,1,-0.09,0.60,0.70,0.91
tuneable,1,-0.09,0.60,0.61,0.91
tunneling,1,-0.09,0.60,0.54,0.93
turing,17,-0.09,0.62,0.66,0.94
turn,10,-0.06,0.66,0.73,0.92
turnkey,33,-0.11,0.59,0.63,0.88
tv,0,-0.16,0.50,0.67,0.94
tv-presenter,15,-0.19,0.47,0.55,0.96
tvs,0,-0.16,0.50,0.71,0.97
tv-set,0,-0.16,0.50,0.61,0.86
tweak,11,-0.10,0.60,0.58,0.97
tweet,28,-0.14,0.56,0.63,0.88
tweezer,1,-0.09,0.60,0.55,0.99
two-qubit-gate,9,0.29,0.27,0.54,0.91
uav,1,-0.09,0.60,0.62,0.93
ubiquitous,33,-0.11,0.59,0.50,0.99
ucl,26,-0.14,0.54,0.68,0.78
ultimate,0,-0.16,0.50,0.55,0.86
ultra-hd,0,-0.16,0.50,0.52,0.94
ultra-high-precision,9,0.29,0.27,0.51,0.94
ultra-high-vacuum,1,-0.09,0.60,0.67,0.90
ultralight,0,-0.16,0.50,0.51,0.92
ultrathin,1,-0.09,0.60,0.62,0.88
un,28,-0.14,0.56,0.54,0.92
unable,37,-0.15,0.56,0.53,0.88
unattainable,37,-0.15,0.56,0.57,0.96
uncertainty,4,-0.20,0.45,0.61,0.87
unclear,37,-0.15,0.56,0.51,0.91
uncover,11,-0.10,0.60,0.64,0.98
undergraduate,26,-0.14,0.54,0.50,0.96
undermine,11,-0.10,0.60,0.68,0.93
underpin,29,-0.02,0.69,0.71,0.80
underscore,11,-0.10,0.60,0.51,0.99
understand,11,-0.10,0.60,0.68,0.97
undertake,22,-0.06,0.66,0.71,0.85
uneven,35,-0.17,0.50,0.52,0.98
unfold,30,-0.16,0.48,0.69,0.92
unified,33,-0.11,0.59,0.56,0.90
unify,29,-0.02,0.69,0.71,0.84
union,28,-0.14,0.56,0.73,0.76
unique,8,-0.17,0.51,0.70,0.97
unique-advantage,32,-0.14,0.55,0.55,0.97
universal-quantum-computer,21,-0.12,0.48,0.62,0.94
university,28,-0.14,0.56,0.54,0.97
unknown,37,-0.15,0.56,0.54,0.95
unlock,29,-0.02,0.69,0.79,0.78
unparalleled,8,-0.17,0.51,0.53,0.94
unravel,11,-0.10,0.60,0.63,0.99
unstable,35,-0.17,0.50,0.60,0.98
unsupervised-learning,6,-0.17,0.45,0.64,0.95
unsw,26,-0.14,0.54,0.72,0.77
unusual,37,-0.15,0.56,0.62,0.87
uottawa,26,-0.14,0.54,0.55,1.00
upgrade,29,-0.02,0.69,0.57,0.94
uplink,12,-0.11,0.59,0.58,0.96
upper-electrode,1,-0.09,0.60,0.54,0.95
upper-surface,1,-0.09,0.60,0.60,0.89
uptake,4,-0.20,0.45,0.53,0.93
uq,26,-0.14,0.54,0.63,0.85
urgent,37,-0.15,0.56,0.51,0.94
us,20,-0.13,0.57,0.69,0.84
usability,12,-0.11,0.59,0.53,0.98
usable,33,-0.11,0.59,0.61,0.96
use,22,-0.06,0.66,0.70,0.90
use-case,39,-0.12,0.59,0.66,0.92
used,37,-0.15,0.56,0.53,0.95
useful,37,-0.15,0.56,0.74,0.82
useless,37,-0.15,0.56,0.61,0.90
user,39,-0.12,0.59,0.77,0.86
user-authentication,39,-0.12,0.59,0.64,0.89
usher,29,-0.02,0.69,0.61,0.95
using,39,-0.12,0.59,0.56,0.94
utility,39,-0.12,0.59,0.51,0.99
utilize,22,-0.06,0.66,0.78,0.91
utokyo,9,0.29,0.27,0.57,0.69
uv,1,-0.09,0.60,0.68,0.85
uw,26,-0.14,0.54,0.51,0.99
uwa,26,-0.14,0.54,0.66,0.83
vacuum,1,-0.09,0.60,0.61,0.89
vague,37,-0.15,0.56,0.54,0.95
valence,13,-0.17,0.46,0.58,0.91
validate,22,-0.06,0.66,0.68,0.95
validation,31,-0.09,0.60,0.53,1.00
validity,18,-0.21,0.38,0.56,1.00
valuable,37,-0.15,0.56,0.71,0.89
value-added,33,-0.11,0.59,0.52,0.96
value-chain,3,-0.14,0.55,0.61,0.88
vanish,30,-0.16,0.48,0.62,0.91
vapour,1,-0.09,0.60,0.63,0.84
variability,12,-0.11,0.59,0.71,0.90
variable,35,-0.17,0.50,0.72,0.96
variance,12,-0.11,0.59,0.60,0.91
variant,7,-0.11,0.60,0.70,0.80
variation,12,-0.11,0.59,0.69,0.88
variational,9,0.29,0.27,0.57,0.99
vehicle,39,-0.12,0.59,0.54,0.99
vehicle-battery,1,-0.09,0.60,0.54,0.94
velocity,12,-0.11,0.59,0.69,0.86
vendor,2,-0.19,0.47,0.57,1.00
venture,19,-0.16,0.53,0.51,0.92
venture-capitalist,26,-0.14,0.54,0.61,0.85
verification,2,-0.19,0.47,0.64,0.89
verify,22,-0.06,0.66,0.66,0.91
versatile,33,-0.11,0.59,0.69,0.92
version,17,-0.09,0.62,0.66,0.89
vertical,3,-0.14,0.55,0.55,0.97
viable,37,-0.15,0.56,0.66,0.88
vibrant,8,-0.17,0.51,0.63,0.87
vibration,1,-0.09,0.60,0.69,0.97
vice,26,-0.14,0.54,0.61,0.82
vice-president-of,26,-0.14,0.54,0.53,0.90
video,15,-0.19,0.47,0.58,0.98
virgin-orbit,36,-0.20,0.39,0.55,0.92
virtual-agent,39,-0.12,0.59,0.60,0.94
virtualization,6,-0.17,0.45,0.60,0.98
virtual-lab,6,-0.17,0.45,0.50,0.96
visionary,8,-0.17,0.51,0.54,0.98
visit,10,-0.06,0.66,0.51,0.97
visual,39,-0.12,0.59,0.52,0.98
visualization,31,-0.09,0.60,0.65,0.92
visualize,29,-0.02,0.69,0.56,0.98
vital,37,-0.15,0.56,0.70,0.86
vital-component,32,-0.14,0.55,0.77,0.68
vital-step,32,-0.14,0.55,0.79,0.67
vlbi,9,0.29,0.27,0.57,0.58
voice,20,-0.13,0.57,0.54,0.93
voice-assistant,39,-0.12,0.59,0.64,0.94
vote,28,-0.14,0.56,0.58,0.94
vpn,39,-0.12,0.59,0.69,0.85
vqe,9,0.29,0.27,0.53,0.57
vtt,26,-0.14,0.54,0.58,0.97
wafer,1,-0.09,0.60,0.58,0.92
wafer-scale,1,-0.09,0.60,0.57,0.95
wait,10,-0.06,0.66,0.67,0.87
walk,10,-0.06,0.66,0.74,0.90
wallet,39,-0.12,0.59,0.58,0.94
warn,11,-0.10,0.60,0.63,0.91
warship,15,-0.19,0.47,0.52,0.97
watch,19,-0.16,0.53,0.61,0.96
water-based,1,-0.09,0.60,0.52,0.92
water-bottle,0,-0.16,0.50,0.57,0.91
water-molecule,1,-0.09,0.60,0.72,0.83
wave,19,-0.16,0.53,0.53,0.97
wave-equation,21,-0.12,0.48,0.60,0.95
wave-function,21,-0.12,0.48,0.59,0.99
wavefunction,21,-0.12,0.48,0.60,0.95
waveguide,1,-0.09,0.60,0.80,0.79
wavelength,1,-0.09,0.60,0.71,0.97
way,20,-0.13,0.57,0.70,0.79
wcm-q,26,-0.14,0.54,0.64,0.90
web,39,-0.12,0.59,0.67,0.86
web3,6,-0.17,0.45,0.59,0.88
weekend,15,-0.19,0.47,0.58,0.92
weird,8,-0.17,0.51,0.59,0.90
well-known,8,-0.17,0.51,0.58,0.86
well-placed,37,-0.15,0.56,0.51,0.98
well-suited,37,-0.15,0.56,0.64,0.90
wendy,14,-0.03,0.68,0.84,0.63
whole-home,0,-0.16,0.50,0.51,0.88
wide-application,23,-0.05,0.57,0.74,0.78
widen,29,-0.02,0.69,0.65,0.88
widespread,37,-0.15,0.56,0.56,1.00
wife,14,-0.03,0.68,0.57,0.96
willing,37,-0.15,0.56,0.57,0.90
window,15,-0.19,0.47,0.56,0.97
winner,15,-0.19,0.47,0.66,0.89
wire-bonding,1,-0.09,0.60,0.59,0.90
wireless,33,-0.11,0.59,0.56,0.96
wireless-communication,31,-0.09,0.60,0.58,0.95
wiring,1,-0.09,0.60,0.55,0.93
wise,37,-0.15,0.56,0.57,0.94
withstand,11,-0.10,0.60,0.57,0.94
witness,30,-0.16,0.48,0.54,0.94
word,20,-0.13,0.57,0.60,0.93
work,10,-0.06,0.66,0.64,0.94
workflow,39,-0.12,0.59,0.72,0.85
workforce,3,-0.14,0.55,0.50,0.95
world,20,-0.13,0.57,0.62,0.84
world-class,33,-0.11,0.59,0.61,0.92
world-first,32,-0.14,0.55,0.56,1.00
worry,11,-0.10,0.60,0.54,0.94
wreak,30,-0.16,0.48,0.64,0.94
write,10,-0.06,0.66,0.66,0.96
wse2,9,0.29,0.27,0.58,0.91
x4,13,-0.17,0.46,0.51,0.90
xi,28,-0.14,0.56,0.51,0.96
x-ray,1,-0.09,0.60,0.55,0.95
ye,14,-0.03,0.68,0.59,0.89
yeah,14,-0.03,0.68,0.51,0.93
year,38,-0.21,0.45,0.56,0.87
yi,26,-0.14,0.54,0.59,0.85
young-researcher,26,-0.14,0.54,0.66,0.80
y-o-y,38,-0.21,0.45,0.55,0.87
ytterbium,1,-0.09,0.60,0.59,0.96
y-y,38,-0.21,0.45,0.52,0.87
zephyr,0,-0.16,0.50,0.54,0.95
zhou-et-al,13,-0.17,0.46,0.56,0.90
zhu,26,-0.14,0.54,0.57,0.88
δn,13,-0.17,0.46,0.70,0.91
μs,12,-0.11,0.59,0.65,0.99
ω,12,-0.11,0.59,0.72,0.92
